2.170	 -0.09633  1.13719
2.175	 -0.09658  1.13842
2.180	 -0.09682  1.13965
2.185	 -0.09707  1.14088
2.190	 -0.09731  1.14210
2.195	 -0.09755  1.14333
2.200	 -0.09779  1.14456
2.205	 -0.09804  1.14579
2.210	 -0.09828  1.14702
2.215	 -0.09852  1.14825
2.220	 -0.09876  1.14948
2.225	 -0.09899  1.15071
2.230	 -0.09923  1.15195
2.235	 -0.09947  1.15318
2.240	 -0.09970  1.15441
2.245	 -0.09994  1.15564
2.250	 -0.10018  1.15688
2.255	 -0.10041  1.15811
2.260	 -0.10064  1.15934
2.265	 -0.10088  1.16058
2.270	 -0.10111  1.16181
2.275	 -0.10134  1.16305
2.280	 -0.10157  1.16428
2.285	 -0.10180  1.16552
2.290	 -0.10203  1.16675
2.295	 -0.10225  1.16799
2.300	 -0.10248  1.16922
2.305	 -0.10271  1.17046
2.310	 -0.10293  1.17170
2.315	 -0.10316  1.17293
2.320	 -0.10338  1.17417
2.325	 -0.10361  1.17541
2.330	 -0.10383  1.17664
2.335	 -0.10405  1.17788
2.340	 -0.10427  1.17912
2.345	 -0.10449  1.18036
2.350	 -0.10471  1.18160
2.355	 -0.10493  1.18283
2.360	 -0.10515  1.18407
2.365	 -0.10536  1.18531
2.370	 -0.10558  1.18655
2.375	 -0.10579  1.18779
2.380	 -0.10601  1.18903
2.385	 -0.10622  1.19027
2.390	 -0.10643  1.19151
2.395	 -0.10665  1.19275
2.400	 -0.10686  1.19399
2.405	 -0.10707  1.19523
2.410	 -0.10728  1.19647
2.415	 -0.10748  1.19771
2.420	 -0.10769  1.19895
2.425	 -0.10790  1.20019
2.430	 -0.10810  1.20143
2.435	 -0.10831  1.20267
2.440	 -0.10851  1.20392
2.445	 -0.10871  1.20516
2.450	 -0.10892  1.20640
2.455	 -0.10912  1.20764
2.460	 -0.10932  1.20888
2.465	 -0.10952  1.21012
2.470	 -0.10972  1.21136
2.475	 -0.10991  1.21261
2.480	 -0.11011  1.21385
2.485	 -0.11031  1.21509
2.490	 -0.11050  1.21633
2.495	 -0.11069  1.21757
2.500	 -0.11089  1.21881
2.505	 -0.11108  1.22006
2.510	 -0.11127  1.22130
2.515	 -0.11146  1.22254
2.520	 -0.11165  1.22378
2.525	 -0.11184  1.22502
2.530	 -0.11203  1.22627
2.535	 -0.11221  1.22751
2.540	 -0.11240  1.22875
2.545	 -0.11258  1.22999
2.550	 -0.11277  1.23123
2.555	 -0.11295  1.23248
2.560	 -0.11313  1.23372
2.565	 -0.11331  1.23496
2.570	 -0.11349  1.23620
2.575	 -0.11367  1.23744
2.580	 -0.11385  1.23868
2.585	 -0.11402  1.23993
2.590	 -0.11420  1.24117
2.595	 -0.11437  1.24241
2.600	 -0.11455  1.24365
2.605	 -0.11472  1.24489
2.610	 -0.11489  1.24613
2.615	 -0.11506  1.24737
2.620	 -0.11523  1.24861
2.625	 -0.11540  1.24986
2.630	 -0.11557  1.25110
2.635	 -0.11573  1.25234
2.640	 -0.11590  1.25358
2.645	 -0.11607  1.25482
2.650	 -0.11623  1.25606
2.655	 -0.11639  1.25730
2.660	 -0.11655  1.25854
2.665	 -0.11671  1.25978
2.670	 -0.11687  1.26102
2.675	 -0.11703  1.26226
2.680	 -0.11719  1.26350
2.685	 -0.11734  1.26473
2.690	 -0.11750  1.26597
2.695	 -0.11765  1.26721
2.700	 -0.11781  1.26845
2.705	 -0.11796  1.26969
2.710	 -0.11811  1.27093
2.715	 -0.11826  1.27217
2.720	 -0.11841  1.27340
2.725	 -0.11856  1.27464
2.730	 -0.11870  1.27588
2.735	 -0.11885  1.27712
2.740	 -0.11899  1.27835
2.745	 -0.11914  1.27959
2.750	 -0.11928  1.28083
2.755	 -0.11942  1.28206
2.760	 -0.11956  1.28330
2.765	 -0.11970  1.28453
2.770	 -0.11984  1.28577
2.775	 -0.11997  1.28700
2.780	 -0.12011  1.28824
2.785	 -0.12024  1.28947
2.790	 -0.12038  1.29071
2.795	 -0.12051  1.29194
2.800	 -0.12064  1.29318
2.805	 -0.12077  1.29441
2.810	 -0.12090  1.29564
2.815	 -0.12103  1.29688
2.820	 -0.12115  1.29811
2.825	 -0.12128  1.29934
2.830	 -0.12140  1.30057
2.835	 -0.12153  1.30181
2.840	 -0.12165  1.30304
2.845	 -0.12177  1.30427
2.850	 -0.12189  1.30550
2.855	 -0.12201  1.30673
2.860	 -0.12213  1.30796
2.865	 -0.12224  1.30919
2.870	 -0.12236  1.31042
2.875	 -0.12247  1.31165
2.880	 -0.12259  1.31288
2.885	 -0.12270  1.31410
2.890	 -0.12281  1.31533
2.895	 -0.12292  1.31656
2.900	 -0.12302  1.31779
2.905	 -0.12313  1.31901
2.910	 -0.12324  1.32024
2.915	 -0.12334  1.32147
2.920	 -0.12345  1.32269
2.925	 -0.12355  1.32392
2.930	 -0.12365  1.32514
2.935	 -0.12375  1.32637
2.940	 -0.12385  1.32759
2.945	 -0.12394  1.32881
2.950	 -0.12404  1.33004
2.955	 -0.12413  1.33126
2.960	 -0.12423  1.33248
2.965	 -0.12432  1.33370
2.970	 -0.12441  1.33493
2.975	 -0.12450  1.33615
2.980	 -0.12459  1.33737
2.985	 -0.12468  1.33859
2.990	 -0.12476  1.33981
2.995	 -0.12485  1.34103
3.000	 -0.12493  1.34224
3.005	 -0.12502  1.34346
3.010	 -0.12510  1.34468
3.015	 -0.12518  1.34590
3.020	 -0.12526  1.34711
3.025	 -0.12533  1.34833
3.030	 -0.12541  1.34955
3.035	 -0.12548  1.35076
3.040	 -0.12556  1.35198
3.045	 -0.12563  1.35319
3.050	 -0.12570  1.35441
3.055	 -0.12577  1.35562
3.060	 -0.12584  1.35683
3.065	 -0.12591  1.35804
3.070	 -0.12597  1.35926
3.075	 -0.12604  1.36047
3.080	 -0.12610  1.36168
3.085	 -0.12616  1.36289
3.090	 -0.12622  1.36410
3.095	 -0.12628  1.36531
3.100	 -0.12634  1.36651
3.105	 -0.12640  1.36772
3.110	 -0.12646  1.36893
3.115	 -0.12651  1.37014
3.120	 -0.12656  1.37134
3.125	 -0.12661  1.37255
3.130	 -0.12667  1.37375
3.135	 -0.12671  1.37496
3.140	 -0.12676  1.37616
3.145	 -0.12681  1.37736
3.150	 -0.12685  1.37857
3.155	 -0.12690  1.37977
3.160	 -0.12694  1.38097
3.165	 -0.12698  1.38217
3.170	 -0.12702  1.38337
3.175	 -0.12706  1.38457
3.180	 -0.12710  1.38577
3.185	 -0.12713  1.38697
3.190	 -0.12717  1.38817
3.195	 -0.12720  1.38936
3.200	 -0.12723  1.39056
3.205	 -0.12726  1.39176
3.210	 -0.12729  1.39295
3.215	 -0.12732  1.39415
3.220	 -0.12735  1.39534
3.225	 -0.12737  1.39653
3.230	 -0.12739  1.39773
3.235	 -0.12742  1.39892
3.240	 -0.12744  1.40011
3.245	 -0.12746  1.40130
3.250	 -0.12748  1.40249
3.255	 -0.12749  1.40368
3.260	 -0.12751  1.40487
3.265	 -0.12752  1.40606
3.270	 -0.12753  1.40724
3.275	 -0.12755  1.40843
3.280	 -0.12756  1.40962
3.285	 -0.12756  1.41080
3.290	 -0.12757  1.41199
3.295	 -0.12758  1.41317
3.300	 -0.12758  1.41435
3.305	 -0.12758  1.41553
3.310	 -0.12758  1.41672
3.315	 -0.12758  1.41790
3.320	 -0.12758  1.41908
3.325	 -0.12758  1.42026
3.330	 -0.12758  1.42143
3.335	 -0.12757  1.42261
3.340	 -0.12756  1.42379
3.345	 -0.12755  1.42497
3.350	 -0.12754  1.42614
3.355	 -0.12753  1.42732
3.360	 -0.12752  1.42849
3.365	 -0.12751  1.42966
3.370	 -0.12749  1.43084
3.375	 -0.12747  1.43201
3.380	 -0.12746  1.43318
3.385	 -0.12744  1.43435
3.390	 -0.12741  1.43552
3.395	 -0.12739  1.43669
3.400	 -0.12737  1.43786
3.405	 -0.12734  1.43902
3.410	 -0.12731  1.44019
3.415	 -0.12728  1.44136
3.420	 -0.12725  1.44252
3.425	 -0.12722  1.44368
3.430	 -0.12719  1.44485
3.435	 -0.12716  1.44601
3.440	 -0.12712  1.44717
3.445	 -0.12708  1.44833
3.450	 -0.12704  1.44949
3.455	 -0.12700  1.45065
3.460	 -0.12696  1.45181
3.465	 -0.12692  1.45297
3.470	 -0.12687  1.45412
3.475	 -0.12683  1.45528
3.480	 -0.12678  1.45643
3.485	 -0.12673  1.45759
3.490	 -0.12668  1.45874
3.495	 -0.12663  1.45989
3.500	 -0.12657  1.46104
3.505	 -0.12652  1.46219
3.510	 -0.12646  1.46334
3.515	 -0.12640  1.46449
3.520	 -0.12634  1.46564
3.525	 -0.12628  1.46679
3.530	 -0.12622  1.46793
3.535	 -0.12615  1.46908
3.540	 -0.12609  1.47022
3.545	 -0.12602  1.47137
3.550	 -0.12595  1.47251
3.555	 -0.12588  1.47365
3.560	 -0.12581  1.47479
3.565	 -0.12573  1.47593
3.570	 -0.12566  1.47707
3.575	 -0.12558  1.47821
3.580	 -0.12550  1.47934
3.585	 -0.12543  1.48048
3.590	 -0.12534  1.48162
3.595	 -0.12526  1.48275
3.600	 -0.12518  1.48388
3.605	 -0.12509  1.48502
3.610	 -0.12500  1.48615
3.615	 -0.12492  1.48728
3.620	 -0.12482  1.48841
3.625	 -0.12473  1.48954
3.630	 -0.12464  1.49066
3.635	 -0.12454  1.49179
3.640	 -0.12445  1.49292
3.645	 -0.12435  1.49404
3.650	 -0.12425  1.49516
3.655	 -0.12415  1.49629
3.660	 -0.12405  1.49741
3.665	 -0.12394  1.49853
3.670	 -0.12384  1.49965
3.675	 -0.12373  1.50077
3.680	 -0.12362  1.50189
3.685	 -0.12351  1.50300
3.690	 -0.12340  1.50412
3.695	 -0.12328  1.50523
3.700	 -0.12317  1.50635
3.705	 -0.12305  1.50746
3.710	 -0.12293  1.50857
3.715	 -0.12281  1.50968
3.720	 -0.12269  1.51079
3.725	 -0.12257  1.51190
3.730	 -0.12244  1.51301
3.735	 -0.12231  1.51412
3.740	 -0.12219  1.51522
3.745	 -0.12206  1.51633
3.750	 -0.12193  1.51743
3.755	 -0.12179  1.51853
3.760	 -0.12166  1.51964
3.765	 -0.12152  1.52074
3.770	 -0.12138  1.52184
3.775	 -0.12124  1.52294
3.780	 -0.12110  1.52403
3.785	 -0.12096  1.52513
3.790	 -0.12082  1.52622
3.795	 -0.12067  1.52732
3.800	 -0.12052  1.52841
3.805	 -0.12037  1.52950
3.810	 -0.12022  1.53059
3.815	 -0.12007  1.53168
3.820	 -0.11992  1.53277
3.825	 -0.11976  1.53386
3.830	 -0.11961  1.53495
3.835	 -0.11945  1.53603
3.840	 -0.11929  1.53712
3.845	 -0.11912  1.53820
3.850	 -0.11896  1.53928
3.855	 -0.11880  1.54036
3.860	 -0.11863  1.54145
3.865	 -0.11846  1.54252
3.870	 -0.11829  1.54360
3.875	 -0.11812  1.54468
3.880	 -0.11794  1.54575
3.885	 -0.11777  1.54683
3.890	 -0.11759  1.54790
3.895	 -0.11741  1.54897
3.900	 -0.11723  1.55005
3.905	 -0.11705  1.55112
3.910	 -0.11687  1.55218
3.915	 -0.11668  1.55325
3.920	 -0.11650  1.55432
3.925	 -0.11631  1.55538
3.930	 -0.11612  1.55645
3.935	 -0.11593  1.55751
3.940	 -0.11573  1.55857
3.945	 -0.11554  1.55963
3.950	 -0.11534  1.56069
3.955	 -0.11514  1.56175
3.960	 -0.11494  1.56281
3.965	 -0.11474  1.56387
3.970	 -0.11454  1.56492
3.975	 -0.11433  1.56597
3.980	 -0.11413  1.56703
3.985	 -0.11392  1.56808
3.990	 -0.11371  1.56913
3.995	 -0.11350  1.57018
4.000	 -0.11328  1.57122
4.005	 -0.11307  1.57227
4.010	 -0.11285  1.57332
4.015	 -0.11263  1.57436
4.020	 -0.11241  1.57540
4.025	 -0.11219  1.57645
4.030	 -0.11197  1.57749
4.035	 -0.11174  1.57853
4.040	 -0.11152  1.57956
4.045	 -0.11129  1.58060
4.050	 -0.11106  1.58164
4.055	 -0.11083  1.58267
4.060	 -0.11059  1.58370
4.065	 -0.11036  1.58474
4.070	 -0.11012  1.58577
4.075	 -0.10988  1.58680
4.080	 -0.10964  1.58782
4.085	 -0.10940  1.58885
4.090	 -0.10915  1.58988
4.095	 -0.10891  1.59090
4.100	 -0.10866  1.59192
4.105	 -0.10841  1.59295
4.110	 -0.10816  1.59397
4.115	 -0.10791  1.59499
4.120	 -0.10766  1.59600
4.125	 -0.10740  1.59702
4.130	 -0.10714  1.59804
4.135	 -0.10688  1.59905
4.140	 -0.10662  1.60006
4.145	 -0.10636  1.60108
4.150	 -0.10610  1.60209
4.155	 -0.10583  1.60309
4.160	 -0.10556  1.60410
4.165	 -0.10529  1.60511
4.170	 -0.10502  1.60611
4.175	 -0.10475  1.60712
4.180	 -0.10447  1.60812
4.185	 -0.10420  1.60912
4.190	 -0.10392  1.61012
4.195	 -0.10364  1.61112
4.200	 -0.10336  1.61212
4.205	 -0.10307  1.61311
4.210	 -0.10279  1.61411
4.215	 -0.10250  1.61510
4.220	 -0.10221  1.61610
4.225	 -0.10192  1.61709
4.230	 -0.10163  1.61808
4.235	 -0.10134  1.61906
4.240	 -0.10104  1.62005
4.245	 -0.10075  1.62104
4.250	 -0.10045  1.62202
4.255	 -0.10015  1.62300
4.260	 -0.09984  1.62398
4.265	 -0.09954  1.62496
4.270	 -0.09923  1.62594
4.275	 -0.09893  1.62692
4.280	 -0.09862  1.62790
4.285	 -0.09831  1.62887
4.290	 -0.09799  1.62984
4.295	 -0.09768  1.63082
4.300	 -0.09736  1.63179
4.305	 -0.09705  1.63276
4.310	 -0.09673  1.63372
4.315	 -0.09640  1.63469
4.320	 -0.09608  1.63565
4.325	 -0.09576  1.63662
4.330	 -0.09543  1.63758
4.335	 -0.09510  1.63854
4.340	 -0.09477  1.63950
4.345	 -0.09444  1.64046
4.350	 -0.09410  1.64141
4.355	 -0.09377  1.64237
4.360	 -0.09343  1.64332
4.365	 -0.09309  1.64428
